Wind direction at 10m (deg),Wind speed at 10m (knots),Temperature at 2m (deg C),Rainfall mm/hr,ID,Valid time
250,18,13.2,0.0,AAA,07:00 12-Oct-2018 UTC
250,18,13.7,0.0,AAA,06:00 12-Oct-2018 UTC
250,22,13.6,0.2,AAA,05:00 12-Oct-2018 UTC
260,25,14.5,0.0,AAA,04:00 12-Oct-2018 UTC
260,26,14.7,0.0,AAA,03:00 12-Oct-2018 UTC
260,27,16.4,0.0,AAA,02:00 12-Oct-2018 UTC
270,24,15.0,0.2,AAA,01:00 12-Oct-2018 UTC
270,24,15.4,0.0,AAA,00:00 12-Oct-2018 UTC
280,23,17.1,0.0,AAA,23:00 11-Oct-2018 UTC
280,19,15.5,0.0,AAA,22:00 11-Oct-2018 UTC
290,20,15.4,0.0,AAA,21:00 11-Oct-2018 UTC
300,17,14.0,2.4,AAA,20:00 11-Oct-2018 UTC
330,10,13.3,0.4,AAA,19:00 11-Oct-2018 UTC
330,10,12.0,0.8,AAA,18:00 11-Oct-2018 UTC
320,10,12.9,0.0,AAA,17:00 11-Oct-2018 UTC
310,08,12.3,0.0,AAA,16:00 11-Oct-2018 UTC
340,05,12.1,0.0,AAA,15:00 11-Oct-2018 UTC
320,08,12.6,0.2,AAA,14:00 11-Oct-2018 UTC
290,11,12.5,3.2,AAA,13:00 11-Oct-2018 UTC
270,14,13.3,0.8,AAA,12:00 11-Oct-2018 UTC
320,09,15.0,2.0,AAA,11:00 11-Oct-2018 UTC
010,07,15.4,0.4,AAA,10:00 11-Oct-2018 UTC
010,08,15.6,0.0,AAA,09:00 11-Oct-2018 UTC
360,08,15.8,0.0,AAA,08:00 11-Oct-2018 UTC
340,08,15.8,5.0,AAA,07:00 11-Oct-2018 UTC
360,11,16.6,0.2,AAA,06:00 11-Oct-2018 UTC
020,14,17.2,0.6,AAA,05:00 11-Oct-2018 UTC
020,16,16.8,0.8,AAA,04:00 11-Oct-2018 UTC
020,14,17.4,0.0,AAA,03:00 11-Oct-2018 UTC
040,15,16.8,0.4,AAA,02:00 11-Oct-2018 UTC
030,13,15.5,1.4,AAA,01:00 11-Oct-2018 UTC
020,13,16.2,0.0,AAA,00:00 11-Oct-2018 UTC
020,16,18.1,0.0,AAA,23:00 10-Oct-2018 UTC
050,14,17.1,0.0,AAA,22:00 10-Oct-2018 UTC
040,10,16.6,0.0,AAA,21:00 10-Oct-2018 UTC
030,07,14.4,0.0,AAA,20:00 10-Oct-2018 UTC
040,06,11.4,0.0,AAA,19:00 10-Oct-2018 UTC
020,04,8.3,0.0,AAA,18:00 10-Oct-2018 UTC
010,05,8.3,0.0,AAA,17:00 10-Oct-2018 UTC
030,02,8.8,0.0,AAA,16:00 10-Oct-2018 UTC
030,03,9.4,0.0,AAA,15:00 10-Oct-2018 UTC
050,02,9.7,0.0,AAA,14:00 10-Oct-2018 UTC
040,03,9.2,0.0,AAA,13:00 10-Oct-2018 UTC
030,04,10.1,0.0,AAA,12:00 10-Oct-2018 UTC
010,03,10.8,0.0,AAA,11:00 10-Oct-2018 UTC
330,05,10.9,0.0,AAA,10:00 10-Oct-2018 UTC
310,06,11.9,0.0,AAA,09:00 10-Oct-2018 UTC
300,07,13.2,0.0,AAA,08:00 10-Oct-2018 UTC
280,08,13.4,0.0,AAA,07:00 10-Oct-2018 UTC
250,10,14.5,0.0,AAA,06:00 10-Oct-2018 UTC
240,11,15.5,0.0,AAA,05:00 10-Oct-2018 UTC
250,13,16.4,0.0,AAA,04:00 10-Oct-2018 UTC
240,12,15.9,0.0,AAA,03:00 10-Oct-2018 UTC
240,11,16.2,0.0,AAA,02:00 10-Oct-2018 UTC
240,09,16.8,0.0,AAA,01:00 10-Oct-2018 UTC
250,11,15.9,0.0,AAA,00:00 10-Oct-2018 UTC
240,10,15.9,0.0,AAA,23:00 09-Oct-2018 UTC
250,08,14.7,0.0,AAA,22:00 09-Oct-2018 UTC
260,06,13.8,0.0,AAA,21:00 09-Oct-2018 UTC
310,07,13.5,0.0,AAA,20:00 09-Oct-2018 UTC
250,03,12.7,0.0,AAA,19:00 09-Oct-2018 UTC
300,10,11.9,0.0,AAA,18:00 09-Oct-2018 UTC
360,02,9.2,0.0,AAA,17:00 09-Oct-2018 UTC
030,03,8.6,0.0,AAA,16:00 09-Oct-2018 UTC
350,04,9.4,0.0,AAA,15:00 09-Oct-2018 UTC
320,03,9.8,0.0,AAA,14:00 09-Oct-2018 UTC
240,07,11.7,0.0,AAA,13:00 09-Oct-2018 UTC
240,06,12.7,0.0,AAA,12:00 09-Oct-2018 UTC
250,06,12.0,0.0,AAA,11:00 09-Oct-2018 UTC
230,10,12.8,0.0,AAA,10:00 09-Oct-2018 UTC
230,06,13.3,0.0,AAA,09:00 09-Oct-2018 UTC
240,07,13.3,0.0,AAA,08:00 09-Oct-2018 UTC
260,09,13.1,0.0,AAA,07:00 09-Oct-2018 UTC
240,07,13.6,0.0,AAA,06:00 09-Oct-2018 UTC
220,09,14.3,0.0,AAA,05:00 09-Oct-2018 UTC
230,11,14.9,0.0,AAA,04:00 09-Oct-2018 UTC
230,11,15.1,0.0,AAA,03:00 09-Oct-2018 UTC
220,11,15.7,0.0,AAA,02:00 09-Oct-2018 UTC
230,09,15.8,,AAA,01:00 09-Oct-2018 UTC
230,11,15.5,0.0,AAA,00:00 09-Oct-2018 UTC
230,11,15.5,0.0,AAA,23:00 08-Oct-2018 UTC
230,09,15.6,0.0,AAA,22:00 08-Oct-2018 UTC
210,07,14.1,0.0,AAA,21:00 08-Oct-2018 UTC
170,03,12.6,0.0,AAA,20:00 08-Oct-2018 UTC
060,01,10.3,0.0,AAA,19:00 08-Oct-2018 UTC
040,01,8.5,0.0,AAA,18:00 08-Oct-2018 UTC
130,02,8.9,0.0,AAA,17:00 08-Oct-2018 UTC
130,03,9.8,0.0,AAA,16:00 08-Oct-2018 UTC
350,03,9.0,0.0,AAA,15:00 08-Oct-2018 UTC
020,03,9.1,0.0,AAA,14:00 08-Oct-2018 UTC
320,03,10.1,0.0,AAA,13:00 08-Oct-2018 UTC
230,05,11.4,0.0,AAA,12:00 08-Oct-2018 UTC
240,05,10.7,0.0,AAA,11:00 08-Oct-2018 UTC
250,05,11.1,0.0,AAA,10:00 08-Oct-2018 UTC
240,07,11.8,0.0,AAA,09:00 08-Oct-2018 UTC
240,07,11.9,0.0,AAA,08:00 08-Oct-2018 UTC
240,08,12.7,0.0,AAA,07:00 08-Oct-2018 UTC
230,09,14.4,0.0,AAA,06:00 08-Oct-2018 UTC
230,10,15.6,0.0,AAA,05:00 08-Oct-2018 UTC
230,10,16.3,0.0,AAA,04:00 08-Oct-2018 UTC
230,11,16.5,0.0,AAA,03:00 08-Oct-2018 UTC
230,11,16.5,0.0,AAA,02:00 08-Oct-2018 UTC
230,10,16.6,0.0,AAA,01:00 08-Oct-2018 UTC
230,09,16.6,0.0,AAA,00:00 08-Oct-2018 UTC
230,08,16.4,0.0,AAA,23:00 07-Oct-2018 UTC
220,07,16.0,0.0,AAA,22:00 07-Oct-2018 UTC
200,06,14.9,0.0,AAA,21:00 07-Oct-2018 UTC
190,03,14.6,0.0,AAA,20:00 07-Oct-2018 UTC
000,00,13.7,0.0,AAA,19:00 07-Oct-2018 UTC
070,03,11.8,0.0,AAA,18:00 07-Oct-2018 UTC
220,05,12.9,0.0,AAA,17:00 07-Oct-2018 UTC
220,05,12.9,0.0,AAA,16:00 07-Oct-2018 UTC
210,06,12.7,0.0,AAA,15:00 07-Oct-2018 UTC
200,07,12.9,0.0,AAA,14:00 07-Oct-2018 UTC
190,08,13.1,0.0,AAA,13:00 07-Oct-2018 UTC
190,07,12.8,0.0,AAA,12:00 07-Oct-2018 UTC
190,09,13.2,0.0,AAA,11:00 07-Oct-2018 UTC
180,06,13.5,0.0,AAA,10:00 07-Oct-2018 UTC
220,10,14.2,0.0,AAA,09:00 07-Oct-2018 UTC
210,08,14.3,0.0,AAA,08:00 07-Oct-2018 UTC
210,08,14.7,0.0,AAA,07:00 07-Oct-2018 UTC
220,10,15.0,0.0,AAA,06:00 07-Oct-2018 UTC
230,10,15.9,0.0,AAA,05:00 07-Oct-2018 UTC
220,12,16.7,0.0,AAA,04:00 07-Oct-2018 UTC
230,14,16.8,0.0,AAA,03:00 07-Oct-2018 UTC
220,08,18.2,0.0,AAA,02:00 07-Oct-2018 UTC
320,05,18.8,0.0,AAA,01:00 07-Oct-2018 UTC
320,06,18.9,0.0,AAA,00:00 07-Oct-2018 UTC
010,08,17.3,0.0,AAA,23:00 06-Oct-2018 UTC
340,04,16.7,0.0,AAA,22:00 06-Oct-2018 UTC
360,04,16.2,0.0,AAA,21:00 06-Oct-2018 UTC
350,02,14.6,0.0,AAA,20:00 06-Oct-2018 UTC
060,02,11.7,0.0,AAA,19:00 06-Oct-2018 UTC
330,01,10.2,0.0,AAA,18:00 06-Oct-2018 UTC
100,03,11.0,0.0,AAA,17:00 06-Oct-2018 UTC
060,02,10.7,0.0,AAA,16:00 06-Oct-2018 UTC
060,03,11.0,0.0,AAA,15:00 06-Oct-2018 UTC
080,03,12.0,0.0,AAA,14:00 06-Oct-2018 UTC
080,03,12.6,0.0,AAA,13:00 06-Oct-2018 UTC
040,05,13.0,0.0,AAA,12:00 06-Oct-2018 UTC
030,05,12.9,0.0,AAA,11:00 06-Oct-2018 UTC
030,06,13.6,0.0,AAA,10:00 06-Oct-2018 UTC
020,07,14.2,0.0,AAA,09:00 06-Oct-2018 UTC
030,09,14.8,0.0,AAA,08:00 06-Oct-2018 UTC
040,08,15.4,0.0,AAA,07:00 06-Oct-2018 UTC
030,11,16.6,0.0,AAA,06:00 06-Oct-2018 UTC
030,13,18.1,0.0,AAA,05:00 06-Oct-2018 UTC
040,15,18.8,0.0,AAA,04:00 06-Oct-2018 UTC
020,13,19.1,0.0,AAA,03:00 06-Oct-2018 UTC
020,13,20.5,0.0,AAA,02:00 06-Oct-2018 UTC
030,11,19.8,0.0,AAA,01:00 06-Oct-2018 UTC
040,10,19.6,0.0,AAA,00:00 06-Oct-2018 UTC
020,08,18.9,0.0,AAA,23:00 05-Oct-2018 UTC
120,02,16.1,0.0,AAA,22:00 05-Oct-2018 UTC
160,06,14.7,0.0,AAA,21:00 05-Oct-2018 UTC
170,06,13.8,0.0,AAA,20:00 05-Oct-2018 UTC
150,05,12.8,0.0,AAA,19:00 05-Oct-2018 UTC
150,06,12.0,0.0,AAA,18:00 05-Oct-2018 UTC
130,04,11.3,0.0,AAA,17:00 05-Oct-2018 UTC
110,03,10.6,0.0,AAA,16:00 05-Oct-2018 UTC
130,02,11.4,0.0,AAA,15:00 05-Oct-2018 UTC
150,03,10.9,0.0,AAA,14:00 05-Oct-2018 UTC
180,05,11.4,0.0,AAA,13:00 05-Oct-2018 UTC
180,06,12.3,0.0,AAA,12:00 05-Oct-2018 UTC
200,07,13.2,0.0,AAA,11:00 05-Oct-2018 UTC
210,11,13.8,0.0,AAA,10:00 05-Oct-2018 UTC
230,08,13.3,0.0,AAA,09:00 05-Oct-2018 UTC
200,09,13.8,0.0,AAA,08:00 05-Oct-2018 UTC
210,11,14.1,0.0,AAA,07:00 05-Oct-2018 UTC
220,12,14.9,0.0,AAA,06:00 05-Oct-2018 UTC
220,13,16.0,0.0,AAA,05:00 05-Oct-2018 UTC
220,11,16.9,0.0,AAA,04:00 05-Oct-2018 UTC
230,13,17.4,0.0,AAA,03:00 05-Oct-2018 UTC
240,09,17.2,0.0,AAA,02:00 05-Oct-2018 UTC
220,12,17.4,0.0,AAA,01:00 05-Oct-2018 UTC
230,07,17.4,0.0,AAA,00:00 05-Oct-2018 UTC
240,06,15.9,0.0,AAA,23:00 04-Oct-2018 UTC
170,04,15.3,0.0,AAA,22:00 04-Oct-2018 UTC
170,05,14.2,0.0,AAA,21:00 04-Oct-2018 UTC
170,05,12.3,0.0,AAA,20:00 04-Oct-2018 UTC
190,03,11.7,0.0,AAA,19:00 04-Oct-2018 UTC
190,04,10.5,0.0,AAA,18:00 04-Oct-2018 UTC
110,01,10.1,0.0,AAA,17:00 04-Oct-2018 UTC
130,03,10.5,0.0,AAA,16:00 04-Oct-2018 UTC
210,05,10.0,0.0,AAA,15:00 04-Oct-2018 UTC
130,02,10.3,0.0,AAA,14:00 04-Oct-2018 UTC
150,04,10.4,0.0,AAA,13:00 04-Oct-2018 UTC
000,00,10.6,0.0,AAA,12:00 04-Oct-2018 UTC
090,01,11.6,0.0,AAA,11:00 04-Oct-2018 UTC
340,01,11.9,0.0,AAA,10:00 04-Oct-2018 UTC
020,01,12.6,0.0,AAA,09:00 04-Oct-2018 UTC
310,02,14.2,0.0,AAA,08:00 04-Oct-2018 UTC
350,04,14.3,0.0,AAA,07:00 04-Oct-2018 UTC
030,08,15.6,,AAA,06:00 04-Oct-2018 UTC
050,02,11.1,0.0,AAA,19:00 03-Oct-2018 UTC
340,02,11.2,0.0,AAA,18:00 03-Oct-2018 UTC
050,02,10.9,0.0,AAA,17:00 03-Oct-2018 UTC
050,02,10.6,0.0,AAA,16:00 03-Oct-2018 UTC
030,03,10.9,0.0,AAA,15:00 03-Oct-2018 UTC
080,01,11.0,0.0,AAA,14:00 03-Oct-2018 UTC
130,03,11.8,0.0,AAA,13:00 03-Oct-2018 UTC
350,02,11.5,0.0,AAA,12:00 03-Oct-2018 UTC
080,01,11.1,0.0,AAA,11:00 03-Oct-2018 UTC
100,01,12.4,0.0,AAA,10:00 03-Oct-2018 UTC
360,02,12.8,0.0,AAA,09:00 03-Oct-2018 UTC
330,04,12.9,0.0,AAA,08:00 03-Oct-2018 UTC
030,04,13.8,0.0,AAA,07:00 03-Oct-2018 UTC
210,04,15.8,0.0,AAA,06:00 03-Oct-2018 UTC
220,05,16.7,0.0,AAA,05:00 03-Oct-2018 UTC
230,06,17.5,0.0,AAA,04:00 03-Oct-2018 UTC
220,08,17.2,0.0,AAA,03:00 03-Oct-2018 UTC
140,02,16.4,0.0,AAA,02:00 03-Oct-2018 UTC
260,03,16.8,0.0,AAA,01:00 03-Oct-2018 UTC
210,05,16.0,0.0,AAA,00:00 03-Oct-2018 UTC
200,04,15.6,0.0,AAA,23:00 02-Oct-2018 UTC
210,04,14.6,0.0,AAA,22:00 02-Oct-2018 UTC
210,03,14.7,0.0,AAA,21:00 02-Oct-2018 UTC
130,02,13.6,0.0,AAA,20:00 02-Oct-2018 UTC
010,02,12.5,0.0,AAA,19:00 02-Oct-2018 UTC
070,01,11.8,0.0,AAA,18:00 02-Oct-2018 UTC
080,02,12.1,0.0,AAA,17:00 02-Oct-2018 UTC
140,04,12.2,0.0,AAA,16:00 02-Oct-2018 UTC
240,03,12.1,0.0,AAA,15:00 02-Oct-2018 UTC
010,02,11.7,0.0,AAA,14:00 02-Oct-2018 UTC
090,01,11.2,0.0,AAA,13:00 02-Oct-2018 UTC
280,03,11.4,0.0,AAA,12:00 02-Oct-2018 UTC
260,05,11.4,0.0,AAA,11:00 02-Oct-2018 UTC
260,06,12.8,0.0,AAA,10:00 02-Oct-2018 UTC
250,07,12.6,0.0,AAA,09:00 02-Oct-2018 UTC
250,07,13.7,0.0,AAA,08:00 02-Oct-2018 UTC
250,09,13.6,0.0,AAA,07:00 02-Oct-2018 UTC
240,08,14.4,0.0,AAA,06:00 02-Oct-2018 UTC
230,08,15.6,0.0,AAA,05:00 02-Oct-2018 UTC
210,09,15.9,0.0,AAA,04:00 02-Oct-2018 UTC
210,10,16.5,0.0,AAA,03:00 02-Oct-2018 UTC
220,08,16.4,0.0,AAA,02:00 02-Oct-2018 UTC
220,08,16.4,0.0,AAA,01:00 02-Oct-2018 UTC
220,05,15.8,0.0,AAA,00:00 02-Oct-2018 UTC
230,05,15.3,0.0,AAA,23:00 01-Oct-2018 UTC
250,03,13.8,0.0,AAA,22:00 01-Oct-2018 UTC
250,03,12.6,1.4,AAA,21:00 01-Oct-2018 UTC
190,01,12.2,1.6,AAA,20:00 01-Oct-2018 UTC
220,07,12.6,0.0,AAA,19:00 01-Oct-2018 UTC
220,08,12.4,0.8,AAA,18:00 01-Oct-2018 UTC
320,09,13.4,1.2,AAA,17:00 01-Oct-2018 UTC
300,05,13.3,0.6,AAA,16:00 01-Oct-2018 UTC
320,06,13.5,0.0,AAA,15:00 01-Oct-2018 UTC
330,06,14.1,0.0,AAA,14:00 01-Oct-2018 UTC
330,04,14.2,0.0,AAA,13:00 01-Oct-2018 UTC
340,05,14.8,0.0,AAA,12:00 01-Oct-2018 UTC
340,06,14.7,0.0,AAA,11:00 01-Oct-2018 UTC
360,04,14.1,0.0,AAA,10:00 01-Oct-2018 UTC
320,06,14.7,0.0,AAA,09:00 01-Oct-2018 UTC
310,06,14.6,0.0,AAA,08:00 01-Oct-2018 UTC
290,11,14.9,0.0,AAA,07:00 01-Oct-2018 UTC
310,05,15.6,0.0,AAA,06:00 01-Oct-2018 UTC
300,09,15.9,0.0,AAA,05:00 01-Oct-2018 UTC
360,08,16.7,0.0,AAA,04:00 01-Oct-2018 UTC
360,13,16.5,0.0,AAA,03:00 01-Oct-2018 UTC
010,11,17.1,0.0,AAA,02:00 01-Oct-2018 UTC
360,10,17.5,0.0,AAA,01:00 01-Oct-2018 UTC
010,11,17.4,0.0,AAA,00:00 01-Oct-2018 UTC
010,13,17.3,0.0,AAA,23:00 30-Sep-2018 UTC
340,11,17.3,0.0,AAA,22:00 30-Sep-2018 UTC
340,10,16.8,0.0,AAA,21:00 30-Sep-2018 UTC
350,04,14.5,0.0,AAA,20:00 30-Sep-2018 UTC
020,04,12.1,0.0,AAA,19:00 30-Sep-2018 UTC
020,05,11.1,0.0,AAA,18:00 30-Sep-2018 UTC
010,04,12.5,0.0,AAA,17:00 30-Sep-2018 UTC
010,05,12.5,0.0,AAA,16:00 30-Sep-2018 UTC
010,05,12.4,0.0,AAA,15:00 30-Sep-2018 UTC
340,03,12.4,0.0,AAA,14:00 30-Sep-2018 UTC
360,05,12.3,0.0,AAA,13:00 30-Sep-2018 UTC
340,05,12.8,0.0,AAA,12:00 30-Sep-2018 UTC
010,04,12.5,0.0,AAA,11:00 30-Sep-2018 UTC
020,04,12.2,0.0,AAA,10:00 30-Sep-2018 UTC
360,04,12.9,0.0,AAA,09:00 30-Sep-2018 UTC
010,06,13.4,0.0,AAA,08:00 30-Sep-2018 UTC
020,08,14.4,0.0,AAA,07:00 30-Sep-2018 UTC
010,08,15.2,0.0,AAA,06:00 30-Sep-2018 UTC
170,04,16.2,0.0,AAA,05:00 30-Sep-2018 UTC
230,07,17.2,0.0,AAA,04:00 30-Sep-2018 UTC
310,08,18.4,0.0,AAA,03:00 30-Sep-2018 UTC
230,08,17.5,0.0,AAA,02:00 30-Sep-2018 UTC
310,08,18.3,0.0,AAA,01:00 30-Sep-2018 UTC
340,06,17.6,0.0,AAA,00:00 30-Sep-2018 UTC
320,07,15.4,0.0,AAA,23:00 29-Sep-2018 UTC
330,07,15.5,0.0,AAA,22:00 29-Sep-2018 UTC
340,07,14.4,0.0,AAA,21:00 29-Sep-2018 UTC
020,05,11.2,0.0,AAA,20:00 29-Sep-2018 UTC
010,04,8.1,0.0,AAA,19:00 29-Sep-2018 UTC
020,05,6.0,0.0,AAA,18:00 29-Sep-2018 UTC
020,05,6.5,0.0,AAA,17:00 29-Sep-2018 UTC
030,04,6.5,0.0,AAA,16:00 29-Sep-2018 UTC
020,03,6.6,0.0,AAA,15:00 29-Sep-2018 UTC
020,02,7.7,0.0,AAA,14:00 29-Sep-2018 UTC
040,03,7.8,0.0,AAA,13:00 29-Sep-2018 UTC
310,04,10.1,0.0,AAA,12:00 29-Sep-2018 UTC
300,03,9.3,0.0,AAA,11:00 29-Sep-2018 UTC
320,03,8.3,0.0,AAA,10:00 29-Sep-2018 UTC
270,05,10.2,0.0,AAA,09:00 29-Sep-2018 UTC
250,06,10.8,0.0,AAA,08:00 29-Sep-2018 UTC
250,07,11.7,0.0,AAA,07:00 29-Sep-2018 UTC
250,10,13.3,0.0,AAA,06:00 29-Sep-2018 UTC
240,11,14.7,0.0,AAA,05:00 29-Sep-2018 UTC
260,11,15.5,0.0,AAA,04:00 29-Sep-2018 UTC
240,12,15.5,0.0,AAA,03:00 29-Sep-2018 UTC
240,10,15.8,0.0,AAA,02:00 29-Sep-2018 UTC
240,10,15.9,0.0,AAA,01:00 29-Sep-2018 UTC
250,07,15.2,0.0,AAA,00:00 29-Sep-2018 UTC
240,10,14.3,0.0,AAA,23:00 28-Sep-2018 UTC
230,06,14.5,0.0,AAA,22:00 28-Sep-2018 UTC
260,03,13.8,0.0,AAA,21:00 28-Sep-2018 UTC
030,02,11.6,0.0,AAA,20:00 28-Sep-2018 UTC
040,02,7.3,0.0,AAA,19:00 28-Sep-2018 UTC
350,01,6.5,0.0,AAA,18:00 28-Sep-2018 UTC
020,01,7.3,0.0,AAA,17:00 28-Sep-2018 UTC
070,01,7.8,0.0,AAA,16:00 28-Sep-2018 UTC
020,02,7.8,0.0,AAA,15:00 28-Sep-2018 UTC
040,02,8.8,0.0,AAA,14:00 28-Sep-2018 UTC
010,03,8.7,0.0,AAA,13:00 28-Sep-2018 UTC
220,06,10.9,0.0,AAA,12:00 28-Sep-2018 UTC
230,06,11.1,0.0,AAA,11:00 28-Sep-2018 UTC
220,05,10.7,0.0,AAA,10:00 28-Sep-2018 UTC
230,07,11.1,0.0,AAA,09:00 28-Sep-2018 UTC
220,09,11.8,0.0,AAA,08:00 28-Sep-2018 UTC
220,10,12.2,0.0,AAA,07:00 28-Sep-2018 UTC
230,11,12.7,0.0,AAA,06:00 28-Sep-2018 UTC
220,11,13.2,0.0,AAA,05:00 28-Sep-2018 UTC
210,12,14.3,0.0,AAA,04:00 28-Sep-2018 UTC
220,12,15.0,0.0,AAA,03:00 28-Sep-2018 UTC
220,12,15.4,0.0,AAA,02:00 28-Sep-2018 UTC
230,12,15.4,0.0,AAA,01:00 28-Sep-2018 UTC
220,10,15.5,0.0,AAA,00:00 28-Sep-2018 UTC
230,05,13.8,0.2,AAA,23:00 27-Sep-2018 UTC
200,03,13.7,0.0,AAA,22:00 27-Sep-2018 UTC
260,01,12.7,0.0,AAA,21:00 27-Sep-2018 UTC
010,02,10.7,0.0,AAA,20:00 27-Sep-2018 UTC
010,02,7.8,0.0,AAA,19:00 27-Sep-2018 UTC
050,01,7.7,0.0,AAA,18:00 27-Sep-2018 UTC
050,02,8.6,0.0,AAA,17:00 27-Sep-2018 UTC
260,03,9.2,0.0,AAA,16:00 27-Sep-2018 UTC
060,03,8.8,0.2,AAA,15:00 27-Sep-2018 UTC
200,04,10.5,0.8,AAA,14:00 27-Sep-2018 UTC
070,02,9.9,0.0,AAA,13:00 27-Sep-2018 UTC
250,05,10.2,0.0,AAA,12:00 27-Sep-2018 UTC
230,06,11.0,0.0,AAA,11:00 27-Sep-2018 UTC
230,07,11.2,0.0,AAA,10:00 27-Sep-2018 UTC
240,05,10.3,0.0,AAA,09:00 27-Sep-2018 UTC
240,06,10.7,0.0,AAA,08:00 27-Sep-2018 UTC
230,08,11.8,0.0,AAA,07:00 27-Sep-2018 UTC
240,10,12.3,0.0,AAA,06:00 27-Sep-2018 UTC
240,11,14.0,0.0,AAA,05:00 27-Sep-2018 UTC
230,13,14.8,0.0,AAA,04:00 27-Sep-2018 UTC
230,12,14.7,0.0,AAA,03:00 27-Sep-2018 UTC
220,11,14.2,0.0,AAA,02:00 27-Sep-2018 UTC
230,11,15.3,0.0,AAA,01:00 27-Sep-2018 UTC
230,06,13.8,0.0,AAA,00:00 27-Sep-2018 UTC
210,17,11.5,0.2,AAA,23:00 26-Sep-2018 UTC
230,12,14.6,0.0,AAA,22:00 26-Sep-2018 UTC
220,07,12.5,0.4,AAA,21:00 26-Sep-2018 UTC
250,09,12.5,0.0,AAA,20:00 26-Sep-2018 UTC
240,05,11.4,0.0,AAA,19:00 26-Sep-2018 UTC
230,10,11.5,0.0,AAA,18:00 26-Sep-2018 UTC
230,14,10.6,0.0,AAA,17:00 26-Sep-2018 UTC
230,14,11.3,0.0,AAA,16:00 26-Sep-2018 UTC
230,12,11.7,0.0,AAA,15:00 26-Sep-2018 UTC
240,08,11.7,0.0,AAA,14:00 26-Sep-2018 UTC
240,10,11.6,0.0,AAA,13:00 26-Sep-2018 UTC
210,17,11.0,0.4,AAA,12:00 26-Sep-2018 UTC
230,11,11.9,0.0,AAA,11:00 26-Sep-2018 UTC
230,17,12.4,0.0,AAA,10:00 26-Sep-2018 UTC
240,13,11.9,0.0,AAA,09:00 26-Sep-2018 UTC
240,14,11.7,0.0,AAA,08:00 26-Sep-2018 UTC
250,15,12.0,0.0,AAA,07:00 26-Sep-2018 UTC
230,18,12.7,0.0,AAA,06:00 26-Sep-2018 UTC
240,19,13.5,0.0,AAA,05:00 26-Sep-2018 UTC
240,20,13.6,0.0,AAA,04:00 26-Sep-2018 UTC
240,17,13.6,0.2,AAA,03:00 26-Sep-2018 UTC
240,21,12.1,0.2,AAA,02:00 26-Sep-2018 UTC
240,16,13.5,0.0,AAA,01:00 26-Sep-2018 UTC
250,17,13.6,0.0,AAA,00:00 26-Sep-2018 UTC
250,21,14.4,0.0,AAA,23:00 25-Sep-2018 UTC
230,25,11.7,0.2,AAA,22:00 25-Sep-2018 UTC
250,20,13.6,0.0,AAA,21:00 25-Sep-2018 UTC
240,18,12.6,0.0,AAA,20:00 25-Sep-2018 UTC
250,15,11.9,0.0,AAA,19:00 25-Sep-2018 UTC
240,15,10.6,0.4,AAA,18:00 25-Sep-2018 UTC
250,16,11.3,0.2,AAA,17:00 25-Sep-2018 UTC
250,18,11.0,0.0,AAA,16:00 25-Sep-2018 UTC
240,17,11.7,0.0,AAA,15:00 25-Sep-2018 UTC
250,16,11.9,0.0,AAA,14:00 25-Sep-2018 UTC
250,16,12.0,0.0,AAA,13:00 25-Sep-2018 UTC
240,15,11.4,0.0,AAA,12:00 25-Sep-2018 UTC
230,18,11.0,0.2,AAA,11:00 25-Sep-2018 UTC
250,18,11.5,0.0,AAA,10:00 25-Sep-2018 UTC
240,20,11.5,0.0,AAA,09:00 25-Sep-2018 UTC
230,21,11.5,0.0,AAA,08:00 25-Sep-2018 UTC
240,22,11.5,0.0,AAA,07:00 25-Sep-2018 UTC
240,24,12.1,0.2,AAA,06:00 25-Sep-2018 UTC
230,25,12.0,0.0,AAA,05:00 25-Sep-2018 UTC
240,28,12.8,1.8,AAA,04:00 25-Sep-2018 UTC
240,29,11.3,0.2,AAA,03:00 25-Sep-2018 UTC
260,29,12.0,0.0,AAA,02:00 25-Sep-2018 UTC
250,25,12.5,0.4,AAA,01:00 25-Sep-2018 UTC
240,25,12.7,0.0,AAA,00:00 25-Sep-2018 UTC
260,28,12.8,0.6,AAA,23:00 24-Sep-2018 UTC
260,19,12.6,0.2,AAA,22:00 24-Sep-2018 UTC
250,18,10.4,0.2,AAA,21:00 24-Sep-2018 UTC
260,26,10.9,0.0,AAA,20:00 24-Sep-2018 UTC
250,24,9.9,0.0,AAA,19:00 24-Sep-2018 UTC
250,17,10.2,0.0,AAA,18:00 24-Sep-2018 UTC
280,13,9.7,0.6,AAA,17:00 24-Sep-2018 UTC
240,20,9.1,0.2,AAA,16:00 24-Sep-2018 UTC
250,18,10.6,0.4,AAA,15:00 24-Sep-2018 UTC
250,20,10.9,0.0,AAA,14:00 24-Sep-2018 UTC
250,17,11.7,0.0,AAA,13:00 24-Sep-2018 UTC
250,17,11.9,0.0,AAA,12:00 24-Sep-2018 UTC
250,17,11.7,0.2,AAA,11:00 24-Sep-2018 UTC
270,14,13.0,0.4,AAA,10:00 24-Sep-2018 UTC
320,10,12.9,0.2,AAA,09:00 24-Sep-2018 UTC
330,09,13.1,0.0,AAA,08:00 24-Sep-2018 UTC
